"","PRJNA701395:dmso:0ug_mL:PA14","PRJNA701395:lomefloxacin:0.3ug_mL:PA14","PRJNA701395:novobiocin:213ug_mL:PA14"
"PA14_54980",0.4418,-0.8384,-2.1806
"PA14_55000",0.4064,-1.3041,-2.7081
"PA14_55020",0.1222,-0.7368,-1.7276
"PA14_55030",-0.1625,2.6781,-1.1041
"PA14_55040",0.0521,0.0773,-0.4273
"PA14_55050",-1.0456,5.6475,12.5466
"PA14_55060",0.0468,-0.1658,-0.6329
"PA14_55070",-0.0035,-0.9272,-2.7899
"PA14_55080",0.8897,-19.8006,-25.2107
"PA14_55090",0.0471,-2.2477,-2.0209
"PA14_55100",-3.1469,-48.5058,-154.9032
"PA14_55110",-0.0854,-0.9825,-0.6075
"PA14_55117",20.7756,25.0996,-13.5608
"PA14_55130",-0.0374,-0.7499,-1.4732
"PA14_55140",0.419,-0.1826,-1.4851
"PA14_55150",1.4255,3.1801,-3.6046
"PA14_55160",-2.6906,2.0702,1.1601
"PA14_55170",0.2203,1.8875,-1.8197
"PA14_55180",-2.0506,57.286,244.2881
"PA14_55200",-4.9703,-36.276,-55.9462
"PA14_55220",-0.132,-5.3757,-3.8176
"PA14_55230",-0.746,-5.7069,-1.7132
"PA14_55240",1.8436,-0.7378,-21.2188
"PA14_55250",0.2589,-0.0934,-0.1395
"PA14_55260",0.4616,-1.8985,-2.614
"PA14_55280",0.6917,-2.9044,-5.0109
"PA14_55290",0.2559,-0.7132,-1.3741
"PA14_55300",0.5319,1.2485,2.5032
"PA14_55320",1.0772,-2.572,13.8219
"PA14_55330",0.4568,-0.9593,-0.7332
"PA14_55340",-0.3385,0.8422,0.2715
"PA14_55360",1.6752,-0.0141,-11.1554
"PA14_55380",-0.0081,0.6106,1.4113
"PA14_55390",-0.4562,0.71,1.3923
"PA14_55400",-1.9508,11.8297,-13.9945
"PA14_55410",1.2398,4.2921,4.0595
"PA14_55430",-0.013,-0.2589,-0.181
"PA14_55440",-0.0646,1.3429,-3.1813
"PA14_55450",-0.2961,1.9698,-11.1982
"PA14_55460",-0.5058,0.8926,-3.8564
"PA14_55470",0.1358,-0.163,-2.4362
"PA14_55480",0.5058,0.8672,0.4299
"PA14_55490",0.7274,-1.5572,-3.8098
"PA14_55500",-0.0766,-0.8848,-3.5614
"PA14_55510",-0.2428,-2.0855,-7.6423
"PA14_55520",-0.2381,0.0285,-6.1486
"PA14_55530",0.5243,0.1064,-0.7859
"PA14_55540",0.2349,2.026,0.6357
"PA14_55550",0.0866,1.5673,1.6239
"PA14_55560",-2.641,11.5718,6.3383
"PA14_55570",0.4309,-0.0331,-8.3176
"PA14_55580",-8.8719,33.7837,30.0808
"PA14_55590",2.008,61.5867,21.9533
"PA14_55600",-5.9167,500,206.2841
"PA14_55610",1.3492,93.0914,22.8766
"PA14_55640",0.0413,-0.0489,8.8455
"PA14_55650",0.0126,-0.4744,4.6338
"PA14_55660",0.2032,-9.8631,11.0264
"PA14_55670",5.2576,-39.0497,40.2552
"PA14_55690",-7.7032,-6.7219,62.3578
"PA14_55710",0.5664,-3.2614,1.2514
"PA14_55720",-0.4163,8.6535,14.1408
"PA14_55730",7.0384,43.3229,130.8059
"PA14_55740",0.9686,5.7647,11.4181
"PA14_55750",0.2889,8.2532,20.6819
"PA14_55760",-0.0985,-1.0835,0.868
"PA14_55770",-1.2952,1.5141,80.5271
"PA14_55780",3.2573,-65.4941,-182.2916
"PA14_55790",-3.4138,-18.3566,-53.9976
"PA14_55800",-2.0114,-9.522,-12.4415
"PA14_55810",-1.6405,-34.0833,-64.1937
"PA14_55820",0.3526,-25.1211,-57.3063
"PA14_55840",-0.6474,-6.9959,-15.9228
"PA14_55850",-0.9482,-9.1597,-26.5979
"PA14_55860",0.1601,-16.3203,-36.4485
"PA14_55880",0.3292,-8.3517,-20.6298
"PA14_55890",-0.0816,-6.7198,-15.6132
"PA14_55900",-12.3919,-104.5651,-312.0431
"PA14_55920",-0.7182,-13.5979,-35.6863
"PA14_55930",-1.651,-36.6948,-112.0521
"PA14_55940",-0.488,-2.234,-35.5174
"PA14_55960",-3.0557,-19.5453,2.6088
"PA14_55980",-0.2042,0.9611,1.6451
"PA14_56000",1.7067,-11.368,-8.2848
"PA14_56010",2.1404,-2.7312,-6.5775
"PA14_56030",0.8192,0.7093,-7.7304
"PA14_56040",-0.4743,-7.01,-12.757
"PA14_56050",-0.1129,-5.7725,-7.9713
"PA14_56060",1.3205,-6.9501,15.6689
"PA14_56070",1.2511,-11.4536,-2.3353
"PA14_56080",-0.0879,2.6449,15.4239
"PA14_56090",-0.1271,19.6692,23.1056
"PA14_56100",-4.5526,500,427.7845
"PA14_56110",-0.9883,15.0046,17.3051
"PA14_56130",0.2946,11.1116,13.075
"PA14_56140",0.0539,3.8618,4.2732
"PA14_56160",-0.3722,8.3966,9.2747
"PA14_56170",0.3247,9.733,12.3638
"PA14_56180",-0.2593,1.9771,0.25
"PA14_56190",-6.3834,27.5824,11.7782
"PA14_56200",-1.1073,-3.2282,-14.1748
"PA14_56210",-1.1329,-2.8004,2.9242
"PA14_56220",-1.4732,-3.4742,-10.0232
"PA14_56240",-0.0305,1.0199,-0.1184
"PA14_56250",0.0351,4.1944,-3.2898
"PA14_56260",-0.0345,1.7663,-1.6544
"PA14_56280",-0.1283,6.4443,-6.4354
"PA14_56300",-0.1971,-0.2787,15.0158
"PA14_56340",-0.498,-1.9815,5.7345
"PA14_56360",-0.2029,-5.3964,14.6239
"PA14_56370",-0.0332,-0.0114,4.7764
"PA14_56380",-0.084,-2.074,-7.246
"PA14_56390",-1.8538,1.7089,-17.9488
"PA14_56410",-0.0175,-1.3882,-11.4005
"PA14_56420",2.6577,2.8386,-22.2706
"PA14_56430",0.1131,-6.2181,20.8795
"PA14_56450",0.1068,-2.1875,-8.1485
"PA14_56470",-0.1167,2.3912,-1.8755
"PA14_56480",0.6993,-2.1251,-2.3483
"PA14_56510",27.0212,13.4482,-118.5974
"PA14_56520",-2.7433,2.4704,-35.8935
"PA14_56530",-15.6826,-55.1245,-76.8661
"PA14_56540",-0.3969,-1.0418,-1.3397
"PA14_56550",5.1888,-54.8631,-49.6327
"PA14_56560",-53.9942,115.8523,187.0959
"PA14_56570",0.3425,1.2039,0.0323
"PA14_56590",-0.6613,-0.2499,-0.5704
"PA14_56600",-23.4959,101.8056,56.0624
"PA14_56620",-0.6838,39.3972,42.3862
"PA14_56640",-9.7482,59.0246,87.4677
"PA14_56660",-2.4794,44.5355,58.5903
"PA14_56670",-0.134,-0.3426,-2.3566
"PA14_56680",0.1938,-1.1597,-1.8909
"PA14_56690",0.0378,-0.4756,-0.6821
"PA14_56700",1.331,7.5495,32.9592
"PA14_56720",-0.0128,0.2758,3.6284
"PA14_56730",-0.2144,-6.8986,-12.6486
"PA14_56740",-0.7131,-0.4041,-3.2031
"PA14_56750",-0.0097,-0.3633,0.7141
"PA14_56770",0.7543,0.9789,-1.3964
"PA14_56780",-0.3766,-0.0665,9.0063
"PA14_56790",-0.1187,-0.4472,2.5202
"PA14_56800",47.3769,-47.9294,-61.9582
"PA14_56810",-13.1334,23.6424,10.4488
"PA14_56830",-1.7274,3.9666,3.3372
"PA14_56840",-0.7497,1.9963,3.1855
"PA14_56850",-164.4301,471.1139,500
"PA14_56870",-41.6172,80.1256,181.6508
"PA14_56880",-0.2541,1.3273,1.5167
"PA14_56890",0.9112,-1.3858,-0.4207
"PA14_56900",-1.0502,3.3949,-3.1316
"PA14_56910",-0.1209,-1.1078,-5.7861
"PA14_56920",-1.919,-3.7708,-17.1607
"PA14_56930",9.919,124.8849,-313.1994
"PA14_56940",0.957,-9.9227,-31.1815
"PA14_56950",2.6436,-15.339,-91.235
"PA14_56960",-0.2959,3.5327,-1.8313
"PA14_56970",0.3426,6.4946,-10.7445
"PA14_56980",0.0588,2.9172,-10.5057
"PA14_56990",-1.4839,-144.3072,-476.6059
"PA14_57010",-0.4846,21.2244,22.5651
"PA14_57020",-0.3415,15.894,16.4159
"PA14_57030",-2.6456,50.9699,31.3436
"PA14_57040",0.8528,2.7673,3.107
"PA14_57050",-0.1109,-0.4954,9.7498
"PA14_57060",0.078,0.9962,0.3684
"PA14_57070",-0.3137,0.0229,0.7803
"PA14_57080",0.1027,1.8648,-1.8109
"PA14_57100",-0.1981,1.4614,0.0074
"PA14_57110",-1.7583,3.9176,10.3898
"PA14_57130",0.438,4.5674,24.9659
"PA14_57140",-0.0087,-1.4226,-2.373
"PA14_57160",-0.25,-0.4335,-3.145
"PA14_57170",0.328,-3.2158,-9.5767
"PA14_57180",-2.5821,-4.627,-17.5744
"PA14_57190",-0.1359,0.3868,1.5222
"PA14_57200",-0.1246,-1.1094,-0.4671
"PA14_57210",0.0225,-13.406,-1.61
"PA14_57220",1.8205,-3.7235,22.7711
"PA14_57240",0.3958,-4.8167,-2.8109
"PA14_57250",0.0107,2.1338,3.9004
"PA14_57260",-0.5181,2.5123,12.0395
"PA14_57275",0.1439,0.7937,25.1455
"PA14_57290",0.7281,3.8749,10.9799
"PA14_57300",18.5685,51.7351,369.5446
"PA14_57320",-1.484,11.3528,35.4449
"PA14_57330",4.2991,47.4456,145.3938
"PA14_57340",-1.7593,11.7621,34.4337
"PA14_57360",0.2652,31.2725,125.5413
"PA14_57370",0.1625,1.4118,7.3603
"PA14_57380",-0.4221,2.4133,10.3935
"PA14_57390",1.3163,12.7459,36.0903
"PA14_57410",-0.5192,15.9045,25.3885
"PA14_57425",-0.2583,2.2433,3.5218
"PA14_57440",-1.1051,2.0199,3.2385
"PA14_57450",0.3206,2.0927,2.5298
"PA14_57460",1.8285,12.4571,10.6214
"PA14_57470",1.0086,3.2247,24.4687
"PA14_57480",-9.0235,39.2861,193.2736
"PA14_57490",0.1205,1.4344,5.9756
"PA14_57500",-0.045,3.3,16.7039
"PA14_57510",0.2594,-2.2323,11.1414
"PA14_57520",0.3419,-1.0329,-0.3241
"PA14_57530",0.5506,4.1309,-5.4674
"PA14_57540",-0.1513,-2.1813,6.5185
"PA14_57560",87.062,-221.8778,460.8778
"PA14_57570",10.9755,-5.2587,70.285
"PA14_57580",-0.1705,-0.3359,5.6971
"PA14_57590",0.2791,0.1521,6.558
"PA14_57600",-0.1315,-0.7389,1.1968
"PA14_57630",0.4633,0.634,1.7967
"PA14_57640",0.1124,-0.1305,0.1935
"PA14_57650",-0.3547,19.1328,70.3027
"PA14_57670",0.1832,-0.1826,2.681
"PA14_57680",-0.2425,0.335,0.9407
"PA14_57690",-0.2345,-3.1319,8.9785
"PA14_57710",0.0852,0.9787,3.97
"PA14_57720",-7.2419,14.2695,109.2295
"PA14_57730",-1.8419,160.1825,92.6594
"PA14_57740",-0.3118,3.6614,6.9357
"PA14_57760",-0.1585,2.7712,11.2894
"PA14_57770",-0.2437,1.2197,13.4322
"PA14_57780",-0.16,2.3796,8.3647
"PA14_57800",0.8366,-7.5285,35.7126
"PA14_57810",-0.2593,3.0829,8.8046
"PA14_57820",0.6466,8.9161,10.1766
"PA14_57830",0.1275,-0.9706,2.1192
"PA14_57840",5.1796,-114.6833,488.051
"PA14_57850",-0.1789,-0.5035,5.1588
"PA14_57870",-0.1432,-1.1196,7.2406
"PA14_57880",0.0014,1.1021,6.4369
"PA14_57890",-0.1054,7.1136,16.4561
"PA14_57900",0.0331,62.9258,191.4175
"PA14_57910",1.5067,108.0117,356.9118
"PA14_57920",0.7427,23.6214,51.5228
"PA14_57930",0.5844,-1.4237,2.285
"PA14_57940",-4.6994,108.5478,39.0772
"PA14_57950",-10.8945,18.704,35.9929
"PA14_57960",0.0752,1.2068,4.5228
"PA14_57970",-0.3012,4.0503,3.0441
"PA14_57980",-0.413,0.883,-2.2761
"PA14_57990",-0.6061,3.9143,-0.6338
"PA14_58000",-2.4205,11.4015,-2.018
"PA14_58010",-3.2773,9.5178,4.2059
"PA14_58030",-2.7521,9.7402,7.0566
"PA14_58040",-0.9564,4.2345,3.3169
"PA14_58050",-0.423,6.6708,3.352
"PA14_58060",2.1724,21.0751,-28.5546
"PA14_58070",-0.6464,15.0555,-3.0773
"PA14_58080",0.2938,70.5585,-3.632
"PA14_58090",3.7109,-6.2843,-5.8601
"PA14_58100",-13.5723,30.5657,21.131
"PA14_58110",-1.0889,-2.0392,6.5545
"PA14_58120",-0.1706,-1.9021,13.4905
"PA14_58130",0.0994,-5.4595,16.4849
"PA14_58150",-0.066,-0.4727,4.3251
"PA14_58170",-3.6186,16.9891,44.5395
"PA14_58180",0.7119,4.6367,29.2134
"PA14_58190",-0.013,1.0472,12.3614
"PA14_58210",-0.0851,-1.1525,10.006
"PA14_58220",-2.7771,-5.9219,44.1064
"PA14_58230",-15.7617,406.0385,421.9456
"PA14_58240",-0.0503,13.6352,11.935
"PA14_58250",0.4574,13.9301,11.8915
"PA14_58260",-0.0288,8.826,7.4006
"PA14_58270",1.5363,35.4715,24.2266
"PA14_58290",-0.9867,25.9052,17.5476
"PA14_58300",4.5276,-7.3555,4.2907
"PA14_58320",-0.6764,1.0723,-0.479
"PA14_58330",10.6475,-7.3386,-80.6214
"PA14_58350",-0.0344,-8.1009,-10.0162
"PA14_58360",3.1363,-51.0663,-78.2046
"PA14_58375",-1.7066,-31.1036,-48.8452
"PA14_58380",-0.2837,-0.6895,2.6288
"PA14_58390",-2.1282,-34.6433,-36.9376
"PA14_58410",-0.2526,-49.9825,-24.9791
"PA14_58420",-0.5695,-28.1865,-17.7095
"PA14_58440",-0.2271,-13.3266,-6.1983
"PA14_58450",-0.6463,-6.7663,-2.8931
"PA14_58470",-3.9847,-46.5732,-23.1234
"PA14_58490",-0.0766,-5.6582,-3.2875
"PA14_58500",0.6514,4.2944,9.087
"PA14_58510",0.0168,0.5528,0.8589
"PA14_58515",-0.0511,1.2339,-0.1751
"PA14_58530",-1.1223,5.935,2.1888
"PA14_58540",0.0456,1.5022,-0.7669
"PA14_58550",0.2259,-0.1023,3.864
"PA14_58560",-0.2025,0.9251,1.0139
"PA14_58570",-0.4543,1.0694,2.1024
"PA14_58580",-0.3033,1.3331,1.6188
"PA14_58600",-0.4285,1.2599,1.7456
"PA14_58610",-0.002,-0.0823,-0.6141
"PA14_58620",-2.3791,0.2007,-5.1699
"PA14_58630",-0.5588,-3.2642,4.1781
"PA14_58650",-0.5937,5.75,-2.8641
"PA14_58660",0.1896,0.6381,0.6542
"PA14_58670",-1.5045,-6.4006,-1.5972
"PA14_58690",3.5075,-84.0444,-38.78
"PA14_58700",-0.375,0.9757,7.7642
"PA14_58720",-6.6231,-385.7954,-133.7235
"PA14_58730",64.9632,-500,-459.0391
"PA14_58740",0.9112,-3.6765,-9.3773
"PA14_58750",1.2069,-31.2185,-15.6639
"PA14_58760",1.1248,-31.3495,-5.1617
"PA14_58770",-1e-04,-2.6767,0.1688
"PA14_58780",-0.0881,-0.3601,5.3106
"PA14_58790",-0.2296,-1.5685,5.3949
"PA14_58800",-0.0368,-0.3967,0.0114
"PA14_58810",0.0018,0.1409,-0.6331
"PA14_58820",-0.3523,9.5637,5.4151
"PA14_58830",-1.295,29.0339,6.0477
"PA14_58840",-1.4976,-1.1523,-18.1245
"PA14_58850",7.3965,-3.8906,-60.4361
"PA14_58860",-5.1244,24.7097,-6.3888
"PA14_58870",0.6921,-0.7685,0.5049
"PA14_58880",1.3427,-1.591,-2.327
"PA14_58890",-7.4017,-1.6958,-11.6307
"PA14_58900",0.9902,1.2355,-10.7384
"PA14_58910",-0.104,-0.1377,-0.5474
"PA14_58920",0.1109,-0.0568,0.5724
"PA14_58930",4.7129,-8.1299,-2.7721
"PA14_58940",1.6451,-0.3947,1.762
"PA14_58950",-0.0766,5.0775,0.4369
"PA14_58960",2.1333,-0.4782,-9.4006
"PA14_58970",-0.5861,0.9896,2.0688
"PA14_58980",5.6069,-6.5991,-9.0083
"PA14_58990",0.0286,0.0957,0.5605
"PA14_59000",0.1175,-0.1743,0.4801
"PA14_59010",-8.1983,4.139,8.7173
"PA14_59020",-0.4365,7.1308,10.2112
"PA14_59030",-0.1036,0.8403,-0.451
"PA14_59050",1.9313,9.2658,34.6904
"PA14_59060",-0.459,0.9497,0.4208
"PA14_59070",-0.5945,-0.9631,-0.777
"PA14_59090",0.1199,-1.064,-0.0385
"PA14_59100",-12.7824,13.7904,7.7509
"PA14_59110",-0.0942,0.052,0.1567
"PA14_59120",1.1443,-12.2612,-12.5323
"PA14_59130",0.4013,-0.6777,-0.4176
"PA14_59140",-0.0965,-0.054,2.7497
"PA14_59150",-0.8736,-48.7663,-0.94
"PA14_59160",1.3188,-4.3104,-5.9179
"PA14_59170",-3.0332,2.0115,-2.0323
"PA14_59180",0.1836,1.3855,-0.1813
"PA14_59190",0.3045,-1.0946,-1.2623
"PA14_59200",1.025,-0.4037,-4.4215
"PA14_59210",-0.0366,-0.3236,-1.1395
"PA14_59220",0.0769,39.1716,20.689
"PA14_59230",-0.0052,0.3335,0.9521
"PA14_59240",-0.0044,0.8828,1.1027
"PA14_59250",0.0979,1.585,0.58
"PA14_59270",-0.269,-0.1806,2.67
"PA14_59280",0.1344,0.1136,0.5301
"PA14_59290",-3.3417,15.7304,14.0347
"PA14_59310",0.3392,-1.2753,0.4705
"PA14_59320",0.0222,-8.2063,-2.7749
"PA14_59340",-0.3793,-3.8999,-23.4232
"PA14_59350",0.2393,-0.4312,-5.4311
"PA14_59360",-1.7807,-2.7496,-21.3651
"PA14_59370",0.9728,10.405,17.5381
"PA14_59380",-0.9414,4.4111,4.3281
"PA14_59390",-0.2437,1.2819,2.589
"PA14_59400",-0.8458,-1.233,-0.8373
"PA14_59410",0.1892,0.2656,-0.4238
"PA14_59430",0.3838,2.4476,9.0577
"PA14_59440",0.8381,1.271,13.2054
"PA14_59470",4.3117,0.653,119.1434
"PA14_59480",0.0027,3.3219,8.3241
"PA14_59490",0.2125,0.7819,4.5555
"PA14_59500",-4.1093,10.3167,57.9327
"PA14_59510",0.1138,1.0299,5.0194
"PA14_59520",-0.2259,0.8774,9.178
"PA14_59530",0.1018,0.5383,2.464
"PA14_59540",0.6095,0.2432,2.2017
"PA14_59550",-6.9621,-0.7039,21.9344
"PA14_59560",0.0447,-0.6591,1.2615
"PA14_59570",0.1427,-2.0818,-0.1194
"PA14_59580",0.0234,0.3604,2.0845
"PA14_59590",0.4828,-1.4389,1.7086
"PA14_59600",-0.0677,-0.5879,0.8276
"PA14_59610",0.012,-1.037,0.5764
"PA14_59620",-3.5681,-8.677,46.6226
"PA14_59630",-0.4732,-1.3085,-0.6054
"PA14_59640",0.7017,4.7117,8.0192
"PA14_59650",-14.5495,14.9107,60.8461
"PA14_59660",0.0243,1.1722,-0.8421
"PA14_59670",13.493,70.5452,63.7663
"PA14_59680",0.2564,13.072,15.0905
"PA14_59690",5.7056,-2.8022,14.5196
"PA14_59700",-2.5458,16.8916,1.0732
"PA14_59710",0.0866,0.5242,0.067
"PA14_59720",-0.1173,0.3108,-0.8968
"PA14_59750",-0.9875,4.1517,4.8476
"PA14_59760",3.904,-6.8489,-3.4165
"PA14_59770",-0.1167,-0.3951,0.1862
"PA14_59780",-1.1818,-1.6122,-0.6167
"PA14_59790",-0.7585,-0.0534,-0.6309
"PA14_59800",-2.0724,3.3005,-25.2503
"PA14_59820",0.1934,0.12,-0.1316
"PA14_59830",19.6513,-148.4894,-276.5293
"PA14_59840",-0.4753,-3.5913,-4.2379
"PA14_59845",-0.6145,-0.0471,-0.8787
"PA14_59850",-53.4341,89.3775,42.2269
"PA14_59860",0.191,-0.7648,0.881
"PA14_59870",-0.1072,-2.0716,0.6064
"PA14_59880",12.1555,-20.2116,17.0706
"PA14_59890",8.817,-33.0451,27.4979
"PA14_59900",-0.4674,-1.6061,-0.6419
"PA14_59910",-2.4016,-8.1153,-9.9581
"PA14_59920",0.2414,-0.8073,0.5429
"PA14_59930",-0.1463,0.4425,0.6025
"PA14_59940",0.8585,1.6993,2.365
"PA14_59950",0.5614,-0.3157,-0.0394
"PA14_59960",0.2185,-0.2891,-0.31
"PA14_59970",-0.7614,3.4381,6.3181
"PA14_59980",-0.189,1.2901,0.7496
"PA14_59990",1.1356,0.2234,-1.5026
"PA14_60000",-0.0374,-2.7194,-4.1665
"PA14_60010",-2.5363,12.5911,6.5461
"PA14_60020",-0.7564,1.2322,-0.7796
"PA14_60030",7.4041,-18.9882,-39.6973
"PA14_60040",-1.0327,5.2855,9.1639
"PA14_60050",1.372,7.0968,5.2281
"PA14_60060",-0.0114,0.0269,3.1144
"PA14_60070",-0.5592,-5.1693,-8.8044
"PA14_60080",-0.4394,-2.4145,-27.75
"PA14_60090",1.0866,0.0164,1.3987
"PA14_60100",0.2753,-2.7553,2.451
"PA14_60110",-0.2838,-0.4845,-1.2693
"PA14_60120",0.0976,0.3113,-2.1129
"PA14_60130",-0.0726,1.4203,1.7395
"PA14_60140",-0.1588,3.7007,10.0109
"PA14_60190",0.3463,20.5302,17.7683
"PA14_60200",6.4937,29.3278,105.2736
"PA14_60210",0.0081,10.0339,26.3492
"PA14_60230",-2.4359,8.2709,33.2644
"PA14_60240",4.1709,7.2608,47.2457
"PA14_60250",-0.038,-0.4959,1.0823
"PA14_60260",0.4756,-2.8478,1.3627
"PA14_60270",0.1498,1.1719,-2.1723
"PA14_60280",0.4917,-2.7756,-1.219
"PA14_60290",0.3774,-6.756,-2.6166
"PA14_60300",-0.0936,-9.2506,-4.4825
"PA14_60310",0.2291,-3.389,-2.1658
"PA14_60320",-1.6795,-42.6747,-29.0452
"PA14_60330",-0.2569,-1.6384,6.5999
"PA14_60350",0.9365,-3.6279,12.4286
"PA14_60360",-0.1636,-5.1692,12.1908
"PA14_60370",0.2152,-0.78,9.3874
"PA14_60380",-0.6897,6.3345,9.7445
"PA14_60390",-0.0734,2.8029,1.1578
"PA14_60400",0.3354,0.3103,0.4222
"PA14_60410",0.3136,-0.4881,3.7211
"PA14_60420",-0.6518,5.572,14.1256
"PA14_60445",-0.3165,2.8714,10.9114
"PA14_60450",1.3525,4.4324,16.7891
"PA14_60460",1.9285,7.2749,29.921
"PA14_60470",1.2219,-1.3345,12.6564
"PA14_60480",-2.4888,6.2812,3.5136
"PA14_60490",-0.1566,-0.1213,-0.3503
"PA14_60500",1.1722,-1.091,7.5907
"PA14_60520",0.2186,0.5454,-2.8226
"PA14_60530",0.0063,0.7908,3.0572
"PA14_60540",-1.5309,2.4258,-0.0793
"PA14_60550",15.8782,1.5421,231.8269
"PA14_60560",-77.2418,-40.9756,-43.1544
"PA14_60570",0.1966,-0.9191,11.7695
"PA14_60580",-1.7085,14.8388,93.5897
"PA14_60590",-0.9932,4.9614,1.6655
"PA14_60600",-0.0875,4.2339,-1.0333
"PA14_60630",0.17,6.8402,4.561
"PA14_60650",0.7138,30.5819,14.2763
"PA14_60660",0.1037,4.2739,1.3035
"PA14_60670",0.4439,12.8688,7.1312
"PA14_60690",-14.0576,106.0548,53.2763
"PA14_60700",-0.5792,-0.114,-0.679
"PA14_60710",-0.0457,-2.2939,-2.3057
"PA14_60730",-0.4204,-6.0425,2.7856
"PA14_60750",-11.7545,-17.8131,5.9089
"PA14_60760",-0.3586,-2.6143,-3.2786
"PA14_60770",-0.1536,-13.7577,-17.73
"PA14_60780",-0.412,0.4652,-2.3634
"PA14_60790",-0.1985,-0.7223,-5.054
"PA14_60800",-39.5358,-66.5234,478.0151
"PA14_60810",-2.0898,-0.378,17.8465
"PA14_60820",-0.0471,0.9366,1.2944
"PA14_60830",-0.3736,9.5422,20.8831
"PA14_60850",-0.4091,3.3142,17.3639
"PA14_60860",-0.0727,0.5373,7.16
"PA14_60870",-1.0656,7.838,22.4192
"PA14_60890",0.0142,-0.1733,1.224
"PA14_60900",0.2865,-4.8274,2.9106
"PA14_60920",-0.3464,-5.6831,8.8063
"PA14_60930",0.2591,-2.1296,2.223
"PA14_60950",-2.0947,-4.0923,20.8735
"PA14_60960",-0.754,-8.0598,-26.7624
"PA14_60970",0.5966,-0.9839,-3.8029
"PA14_60990",-0.4066,1.236,3.7006
"PA14_61000",-0.7609,-0.6238,-0.5185
"PA14_61010",1.8376,-8.2058,-8.424
"PA14_61020",0.1114,0.382,-2.4483
"PA14_61040",-3.8614,-0.9584,-14.1786
"PA14_61050",-0.4058,-2.5116,-4.4811
"PA14_61060",-10.8174,34.2073,96.1327
"PA14_61080",2.1111,4.9853,38.3678
"PA14_61090",9.5812,57.2806,181.59
"PA14_61110",2.3613,-6.9516,3.8321
"PA14_61120",0.2969,1.762,1.96
"PA14_61130",-0.385,1.5941,-0.4571
"PA14_61140",-0.5309,5.4363,6.2393
"PA14_61150",0.2153,4.5916,16.6128
"PA14_61170",0.1581,0.6993,1.9089
"PA14_61180",-0.2967,1.6901,-0.2038
"PA14_61190",0.4171,-1.4378,-18.7047
"PA14_61200",0.3557,-0.1433,-20.1655
"PA14_61210",0.476,2.7524,16.9875
"PA14_61220",0.1562,0.5649,6.0361
"PA14_61250",0.1831,0.6246,6.3782
"PA14_61260",0.7877,2.7029,1.8394
"PA14_61270",0.0041,71.1871,59.1336
"PA14_61280",4.5494,42.2069,52.7334
"PA14_61290",0.6348,2.7963,5.7083
"PA14_61300",-0.1882,-0.6912,-4.2222
"PA14_61320",-0.1412,1.7789,2.1873
"PA14_61330",-0.8937,1.4114,2.161
"PA14_61340",-0.0747,-0.0507,-0.6716
"PA14_61350",-0.4963,0.6928,-3.3981
"PA14_61360",-3.3904,13.1401,33.9923
"PA14_61370",0.3689,9.399,6.4369
"PA14_61380",0.0733,-6.6343,-15.349
"PA14_61390",0.046,1.3712,1.7939
"PA14_61400",-0.3922,2.5652,21.2357
"PA14_61410",0.4328,-5.5987,-17.0803
"PA14_61430",0.3613,0.4207,0.185
"PA14_61440",1.8482,-0.4081,-25.9334
"PA14_61450",0.1762,-1.8235,-8.9302
"PA14_61460",-0.0099,-1.9506,-7.5771
"PA14_61470",-0.3133,-0.5369,-8.1162
"PA14_61480",3.3706,-28.3337,-103.9894
"PA14_61500",1.3902,-30.6709,-109.8535
"PA14_61510",0.2586,-3.9709,-10.9338
"PA14_61520",-0.8646,-10.2863,-61.7835
"PA14_61530",-0.5043,-5.7804,-22.4695
"PA14_61540",0.0669,-3.5098,-11.1337
"PA14_61550",0.2563,-1.5356,-8.4979
"PA14_61560",3.7259,5.8547,-10.3828
"PA14_61580",-0.0655,1.0118,-1.1102
"PA14_61590",-0.0321,2.9484,-1.4613
"PA14_61600",-1.5384,-7.2979,-38.3829
"PA14_61610",-1.2496,-0.5674,1.5822
"PA14_61620",-15.9407,-10.891,-3.3862
"PA14_61640",-0.2838,-2.747,-2.4475
"PA14_61650",0.7747,3.1054,10.4543
"PA14_61660",0.9563,18.9191,50.4769
"PA14_61670",2.4419,0.5994,24.1374
"PA14_61680",-0.5727,6.8964,38.5767
"PA14_61700",-11.8925,52.7112,414.1343
"PA14_61710",0.0394,8.063,28.7432
"PA14_61720",-0.4949,10.2493,56.9123
"PA14_61740",0.0587,0.429,4.9958
"PA14_61750",-0.1892,0.8556,3.7429
"PA14_61770",0.1319,1.5023,32.6327
"PA14_61780",0.1948,-1.2372,12.9837
"PA14_61790",-0.3578,-0.4377,8.6977
"PA14_61820",-0.1832,-0.3798,12.7317
"PA14_61840",1.0691,4.4719,3.4871
"PA14_61845",0.1121,1.4761,1.0132
"PA14_61850",-0.9871,3.4111,-4.4704
"PA14_61860",0.109,-21.3927,-65.3755
"PA14_61870",0.1141,-7.5761,-14.309
"PA14_61880",-0.0085,-0.9862,-1.7004
"PA14_61890",-0.6028,7.0687,0.4849
"PA14_61910",0.6916,-6.5263,-4.1155
"PA14_61920",1.1043,-16.8258,-16.5508
"PA14_61940",-22.0337,-360.2315,-389.3414
"PA14_61950",-42.1663,-500,-112.8353
