"","MOCP_0110:ara:0.50000%:PA14_c26:270min:A","MOCP_0110:ara:0.12500%:PA14_c26:270min:A","MOCP_0110:ara:0.03125%:PA14_c26:270min:A","MOCP_0110:ara:0.00000%:PA14_c26:270min:A","MOCP_0110:ara:0.50000%:PA14_dhfR_c117:270min:A","MOCP_0110:ara:0.12500%:PA14_dhfR_c117:270min:A","MOCP_0110:ara:0.03125%:PA14_dhfR_c117:270min:A","MOCP_0110:ara:0.00000%:PA14_dhfR_c117:270min:A","MOCP_0110:ara:0.50000%:PA14_murA_c119:270min:A","MOCP_0110:ara:0.12500%:PA14_murA_c119:270min:A","MOCP_0110:ara:0.03125%:PA14_murA_c119:270min:A","MOCP_0110:ara:0.00000%:PA14_murA_c119:270min:A","MOCP_0110:ara:0.50000%:PA14_lpxC_c165:270min:A","MOCP_0110:ara:0.12500%:PA14_lpxC_c165:270min:A","MOCP_0110:ara:0.03125%:PA14_lpxC_c165:270min:A","MOCP_0110:ara:0.00000%:PA14_lpxC_c165:270min:A"
"PA14_01730",-0.9759,0.5643,0.0855,0.5884,3.4904,4.173,2.4521,1.9979,0.5178,1.082,0.5805,1.1788,1.5208,1.7534,2.191,2.6646
"PA14_01750",0.0545,0.3096,-1.2467,0.6339,1.1975,2.287,1.622,0.3015,0.9918,1.0653,2.4849,1.2698,-0.1017,0.2917,0.2539,3.0049
"PA14_01760",-1.1761,-0.3992,0.0218,0.4173,-0.0684,0.8641,-0.758,1.3954,-1.0156,-1.5146,-0.9462,-0.1469,0.2398,-0.0265,-0.8587,1.0828
"PA14_01770",-0.7072,0.0741,-0.2843,-0.526,-0.6938,-0.2544,-0.4117,-0.7535,-0.7197,-0.2768,-0.0578,-0.0933,-0.2888,0.787,0.2173,1.0114
"PA14_01780",-1.2663,-0.5304,0.0815,0.5769,-0.2594,-0.2182,0.0446,0.0014,-0.1148,0.2059,-0.2309,-0.0178,0.6941,0.755,0.1856,1.0682
"PA14_01790",2.1604,0.5629,-0.5702,0.336,3.4663,2.3289,1.2631,1.6804,2.0376,2.8871,1.0673,2.873,2.3335,2.4366,0.8029,2.4989
"PA14_01800",1.1829,-0.1076,0.6555,0.5306,0.238,0.1342,0.042,0.759,1.7315,0.5656,0.5486,2.5399,0.7961,1.5164,0.0561,3.7538
"PA14_01810",0.2937,-0.348,-0.2824,-1.3068,1.7516,1.3183,1.1992,-1.7572,1.8796,-0.0682,1.2536,1.066,1.9572,0.8474,0.4011,1.7695
"PA14_01830",1.5153,0.0351,1.3744,-0.3914,0.6156,0.4977,1.9193,-0.025,1.21,0.233,-0.0987,1.5101,2.2111,0.3633,1.0294,1.1619
"PA14_01840",-0.0102,0.6114,-1.6602,-0.7661,0.5048,-0.1216,-0.1343,1.0622,-1.2263,-0.8952,-1.0761,-0.4504,-0.5923,-1.7564,-2.802,0.9856
"PA14_01860",0.7585,-0.1936,0.0456,-0.4949,-0.5989,0.4087,0.64,0.5149,0.3245,-0.0566,1.3275,0.2871,0.913,0.3836,-0.6668,2.7366
"PA14_01870",5.7434,2.7692,-0.0014,-0.9476,3.4604,6.9925,5.7241,5.2921,11.414,9.1618,10.7149,9.8138,9.0662,5.021,7.2425,18.9661
"PA14_01890",-0.0269,-0.3079,-0.2922,-0.8033,0.1601,-0.3892,-0.9443,0.7345,0.7163,0.408,-0.1772,1.6959,-0.4034,0.4563,0.2537,2.0583
"PA14_01900",1.8224,0.0091,0.4479,-0.2777,0.3766,2.4866,2.0403,3.6696,2.2256,1.1127,0.7161,2.6115,1.0526,1.7487,2.3301,6.2566
"PA14_01910",0.1596,0.6438,-0.4727,-0.8864,1.2643,0.6604,2.2467,1.2208,0.864,2.0342,1.8837,2.1946,2.0888,0.6025,-0.1045,5.0975
"PA14_01930",1.0699,0.177,1.1495,-0.0376,0.8467,0.1363,0.4966,0.4821,1.6074,-0.2397,0.3391,1.0858,1.1168,0.6581,0.1447,1.2948
"PA14_01940",0.8911,-0.4318,0.3569,-0.834,1.877,1.5636,2.3093,0.2111,3.5694,3.8522,2.0481,1.7255,2.1081,2.2471,1.5954,2.1791
"PA14_01960",2.7889,0.8168,-0.3624,-0.3498,0.7001,-0.1619,0.1613,1.2193,4.276,4.3066,3.5825,2.9796,3.9054,2.5765,1.1428,3.1272
"PA14_01970",1.044,-0.1475,0.1042,-0.5729,1.2985,1.5321,1.0362,0.9576,2.1843,2.4934,1.9402,2.1796,1.4698,1.1351,1.295,3.1729
"PA14_01980",-0.4874,0.7759,0.0404,1.6459,0.2759,-0.0286,0.4811,-0.1781,-0.4231,-0.3443,-0.3259,-0.0139,-1.0026,-0.5241,0.121,0.6921
"PA14_01990",0.4464,1.7257,-0.8265,-1.6283,-1.6767,1.6774,-3.6496,-1.3307,3.0897,2.1527,0.1333,0.2755,3.5008,3.2391,1.3524,0.4856
"PA14_02010",-1.1977,0.8273,-0.4941,0.835,-2.03,-0.4923,-0.9117,0.4113,-2.0524,-1.6754,-1.0541,-0.2822,-1.0357,-1.3958,-0.5005,-0.2344
"PA14_02020",-1.3658,0.3899,-0.409,0.9065,-0.677,-0.7766,1.1096,1.3812,-1.7448,-1.5649,-0.9948,0.1277,-1.9183,-0.8133,-0.7534,0.4183
"PA14_02030",1.3219,-0.319,0.0821,-0.2005,1.0908,0.8011,2.1277,-0.5824,1.2262,1.5252,0.5275,2.6208,0.3662,0.6478,2.3403,3.3402
"PA14_02050",-0.3054,0.2797,2.6801,1.0028,0.8262,-0.0904,0.9765,3.2163,-3.7434,-3.2518,-4.2375,-0.7105,-6.3356,-5.2233,-4.2869,1.9365
"PA14_02060",-1.309,0.3226,0.2522,0.1141,-2.1495,-1.9362,0.9608,-0.2524,-2.8853,-3.7676,-2.4225,-0.6345,-3.4884,-2.1824,-2.0691,-0.5893
"PA14_02070",0.3484,0.1133,-0.4521,0.5946,-0.2765,0.1329,-0.3947,-0.4645,1.0466,-0.5345,-0.1116,1.4972,1.0357,0.368,-0.6986,2.7324
"PA14_02090",0.0827,-0.4457,-0.0879,-1.17,-0.3032,0.4287,0.6704,-0.8737,-2.0306,-0.8135,-2.283,-2.2531,-2.2162,-2.1943,-1.3946,0.9082
"PA14_02100",-0.62,-0.4106,-0.6769,0.1497,-0.8687,-0.6458,-0.6593,-0.576,0.1146,-0.9229,-0.2183,-0.9497,-0.9284,-0.1925,-0.4964,-0.173
"PA14_02110",0.1243,2.0523,-0.7218,-0.0762,0.1677,-0.0785,1.2111,2.7696,1.6865,1.1401,1.4662,1.8124,-0.2274,0.8132,-0.401,2.8713
"PA14_02130",0.2486,0.4823,-0.392,0.3351,0.1099,0.8195,0.6846,2.0267,0.7934,1.1147,0.7164,2.285,1.3637,0.8716,1.3597,2.1993
"PA14_02140",-0.1062,0.7154,-0.2888,0.1924,-0.5133,0.0066,0.5892,1.1407,0.5464,0.4864,0.2282,1.3349,-0.0238,0.7721,0.5694,0.9939
"PA14_02150",0.1096,0.5635,-0.0951,1.2629,-0.422,-1.4265,0.7037,-0.0739,0.4097,0.2586,0.5443,0.9597,0.7326,2.2217,0.7052,2.7995
"PA14_02180",0.6662,-0.0305,0.4002,0.9216,1.193,2.1456,0.5183,-0.9134,0.8287,1.3811,0.4704,1.0023,0.5429,2.0098,0.4435,2.5969
"PA14_02190",-0.0785,0.4486,0.6481,0.4632,0.4366,-1.3419,-1.3971,0.7039,1.0504,-0.5663,0.4379,1.8227,1.5086,0.9959,0.7685,-0.0592
"PA14_02200",0.8058,-0.5064,0.5767,0.2324,0.411,0.0509,-2.2485,0.0715,1.277,0.9939,0.4078,0.6588,2.4929,1.8472,1.3807,2.402
"PA14_02220",0.2018,0.0845,-0.1504,-0.9252,-0.1692,0.2757,-0.483,-1.4741,-0.0289,-0.0397,-0.3101,-0.4489,1.4697,1.1378,0.4131,-0.3804
"PA14_02230",0.8137,-0.0668,0.6964,-0.2315,0.649,0.8159,0.4449,0.0595,0.9659,1.9575,1.143,1.0514,1.6467,1.1089,1.6233,1.4524
"PA14_02250",0.9076,-0.469,0.2312,-1.044,1.393,0.6926,0.1625,-0.5031,1.467,1.2975,0.5865,0.3248,1.5762,1.1827,0.6531,0.1999
"PA14_02260",0.9047,-0.9008,0.3626,-1.8511,1.9281,1.3824,0.3464,-1.1785,1.8444,1.3799,0.3693,-0.59,2.3017,1.2589,0.4505,-0.7574
"PA14_02270",0.802,-0.533,0.4158,-1.1607,2.4758,1.0688,1.8246,-0.0051,2.218,1.8926,1.8736,1.2944,3.2366,2.6679,1.4554,2.0992
"PA14_02290",0.588,-0.0074,0.9709,-0.3033,0.7518,1.2155,0.4113,1.829,0.9138,0.7635,0.6139,1.6147,0.982,1.9238,1.6199,1.5194
"PA14_02300",0.9906,0.7226,0.3476,-0.0716,0.9119,-0.0255,0.1182,-1.1605,2.2385,1.0212,0.845,1.6843,1.877,-0.5553,0.243,2.0113
"PA14_02310",2.5611,0.4259,-0.1584,1.2657,0.7789,-2.0313,1.5357,3.0709,4.7109,3.8078,2.9346,7.677,3.5789,4.4499,2.3985,8.5465
"PA14_02330",2.946,0.0886,0.025,-0.234,2.7624,-1.7637,3.2038,6.7648,7.2679,5.0363,4.2531,8.1404,4.5072,7.9275,4.0718,9.6112
"PA14_02340",1.9061,0.6314,1.2944,-0.2579,0.8673,0.9467,0.5486,1.2273,2.3856,1.9063,1.2927,2.7967,1.5128,1.453,0.8489,4.6564
"PA14_02360",0.0204,1.6745,-0.5627,-0.1379,0.9153,0.1458,1.1139,1.0456,1.9378,1.1137,1.6021,2.6238,1.0287,0.5928,0.3986,4.0517
"PA14_02370",0.1649,0.4722,1.1245,-0.0739,0.0039,-0.4507,0.0153,0.3693,1.2753,0.2024,0.5653,1.8443,1.1449,1.3852,-0.0482,3.1843
"PA14_02380",0.5626,-0.5141,0.4367,-0.2809,0.9353,-0.886,-0.3393,-0.0665,2.5529,0.6883,1.0703,2.9452,1.5267,1.8301,2.1158,4.5892
"PA14_02390",1.3302,-0.0495,0.2817,-0.532,0.2711,1.2273,0.1886,-0.4026,1.3788,0.7143,0.3203,0.4467,0.5379,1.3107,0.7809,1.7422
"PA14_02410",1.2912,-0.2305,0.8204,-0.0936,0.3367,1.4095,1.5678,0.9281,3.7043,2.6132,1.6389,3.9531,2.0785,2.2197,1.4641,5.8911
"PA14_02420",0.5818,0.6047,0.0257,0.3791,0.4673,-0.1803,0.5156,1.1258,1.9712,0.7046,1.0703,1.7954,0.7291,0.8243,1.2854,2.4678
"PA14_02435",0.5301,0.7073,-0.6455,-0.1048,-0.8581,0.5094,1.6163,0.1576,2.9733,0.9411,-0.0273,3.2753,1.121,0.6388,-0.0489,3.9649
"PA14_02450",0.8173,-0.8984,0.3903,-1.4139,1.9368,1.7535,2.2817,-0.0758,3.6015,2.6253,2.1399,3.046,3.9791,4.3108,2.596,3.6857
"PA14_02460",0.146,-0.6841,0.614,-1.0381,1.0903,1.1687,1.3592,0.4752,1.4706,2.3783,1.9649,2.4828,1.3063,1.8604,2.0096,1.5141
"PA14_02470",-0.096,0.0385,0.4779,-0.0487,-1.5887,-1.886,-1.718,-1.5698,-0.695,-0.7338,-0.229,-0.5288,-1.3471,-2.1698,-1.8158,-1.5523
"PA14_02490",1.1472,1.2139,-0.1551,0.1259,0.3267,-0.2448,-0.1965,-0.0029,0.5012,0.0269,0.0641,1.2139,0.6083,-0.1581,0.959,3.094
"PA14_02500",0.08,-0.2789,0.3342,0.0534,1.3364,-0.0232,-0.0621,-0.042,1.9652,0.6094,1.0222,1.6734,1.8289,1.7879,0.7582,3.6846
"PA14_02510",1.038,0.7604,0.548,-0.7103,2.9765,0.0104,-2.067,-1.4149,4.8222,1.6652,-1.1932,7.0171,2.0967,1.9378,1.8917,2.6655
"PA14_02520",2.2333,-0.4829,0.079,-0.5544,4.46,2.9011,2.1574,3.6826,5.4233,3.055,2.9101,2.2116,5.327,3.0925,3.9664,3.4214
"PA14_02530",0.8707,-0.5805,0.0081,-0.2512,2.4795,3.4273,3.3645,3.3842,1.9347,2.2404,2.249,2.7567,1.9206,2.571,3.5051,3.6454
"PA14_02550",0.0132,0.0415,-0.1243,0.206,3.4149,5.857,6.2664,9.4395,1.6709,1.1066,3.1659,4.2514,1.8405,3.35,4.374,9.0991
"PA14_02560",1.2583,1.1458,0.1602,-0.2017,-1.1589,-1.0573,1.3754,2.0636,1.311,1.1622,2.1946,4.4454,-0.6481,-0.2521,0.25,3.0149
"PA14_02570",0.8079,1.8242,-0.7884,0.1415,-1.5109,0.7242,0.739,0.7303,0.7036,1.6041,1.1159,1.2061,-0.3315,0.4633,-0.167,2.4234
"PA14_02580",0.6525,1.8033,0.6601,-0.4503,-1.6423,0.5665,1.4275,-0.5575,2.2582,2.1976,1.1295,2.3851,-0.896,1.4732,-0.36,4.4161
"PA14_02590",0.6478,-0.021,0.9918,0.7185,-0.9083,-1.4818,-1.7205,-1.0113,1.2935,0.3281,-1.4292,1.9073,1.7864,1.1644,0.0404,3.2304
"PA14_02610",-0.0551,-0.5283,1.7872,0.1235,-0.5398,0.0652,1.9453,-0.1136,1.9188,0.2548,0.7016,1.7576,1.0441,1.4033,1.5257,3.1161
"PA14_02620",0.1752,1.2228,0.2432,0.0012,-0.8683,1.2791,1.8641,1.544,2.0648,0.5748,0.5395,3.1117,2.1811,0.3033,0.4027,3.1791
"PA14_02630",1.582,0.5184,0.6085,0.293,1.5313,1.0334,-0.1658,0.4899,3.1703,1.2316,1.6235,1.2982,2.587,1.9945,0.8023,1.2553
"PA14_02640",0.916,1.2647,-0.4256,-0.6334,2.0954,1.1785,1.4088,0.9263,5.3378,3.6319,2.6801,3.6951,2.8794,1.7161,1.603,1.0062
"PA14_02650",-0.3872,0.264,-0.1033,0.2835,-0.504,-0.9824,0.1211,1.0897,-0.3947,-0.8891,-0.2783,0.462,-0.1906,0.1777,-0.742,1.1815
"PA14_02660",0.7793,-0.0316,1.327,-1.2693,1.343,0.6319,0.0587,2.623,2.4849,2.0697,2.8394,2.8904,2.6202,3.8513,3.0492,4.7444
"PA14_02680",1.4246,-0.1754,0.7124,-0.6045,0.9601,0.2825,1.5462,1.2846,2.0593,1.6036,1.636,3.182,1.5893,2.029,-0.6095,3.967
"PA14_02690",1.2551,0.3908,-0.0573,0.0253,1.1246,0.3646,0.8794,0.8973,2.8535,1.0678,1.6834,3.1886,2.3289,2.4491,1.0197,3.7492
"PA14_02700",4.0364,-1.553,0.2632,-0.0489,0.7659,2.2274,3.6013,1.9765,6.0492,2.2503,1.5566,8.8661,4.6267,6.0179,3.5692,9.8581
"PA14_02720",1.0402,-0.0609,-0.0696,-0.0579,0.5205,-1.5544,1.6562,0.1224,1.9335,1.6821,0.4803,4.2422,2.7385,0.7296,2.0062,5.7601
"PA14_02730",0.8816,0.5277,0.2892,-0.1318,1.5632,1.4984,1.3232,0.6783,1.5659,0.1386,-0.1165,1.5375,0.8821,0.7593,0.3863,1.1621
"PA14_02740",0.4185,0.365,-0.2277,0.2749,-0.5325,0.8049,-0.2874,-0.2962,1.8867,0.83,1.8115,3.4172,2.6705,1.1556,1.6126,3.6432
"PA14_02750",-0.5555,-0.9678,-0.8876,-0.874,-0.6514,0.8086,0.9461,0.7891,-2.4611,-0.0174,-0.0403,0.0601,-1.6662,-0.3337,-0.7048,0.8745
"PA14_02760",0.1396,0.637,0.3743,-0.1649,0.0498,-0.7092,0.8923,0.5875,0.2939,0.1441,-0.2365,0.286,0.4093,0.3726,-0.4096,2.018
"PA14_02770",3.2418,-0.3037,0.2075,-0.7452,1.2069,0.7616,0.391,0.9971,1.3473,0.3686,0.5037,1.7317,0.7381,0.282,0.8183,2.4023
"PA14_02790",1.577,0.5682,-0.0219,-0.1809,1.6868,2.1803,2.6896,1.0808,4.5686,2.7215,1.9454,4.9964,3.501,3.6907,0.9094,6.4277
"PA14_02810",0.4494,0.0702,0.0802,-0.3001,0.4871,1.151,0.2068,1.7764,2.6463,2.7759,2.2917,2.205,2.7306,1.801,1.5444,2.1119
"PA14_02830",-0.068,-1.1819,0.8676,-1.6386,-0.7908,0.2727,0.6884,0.2541,6.0169,2.6076,2.467,1.65,2.1802,1.6369,-0.4559,3.4336
"PA14_02840",0.6129,0.1382,3.0591,-1.3753,0.6202,-1.1213,-2.3668,0.1575,2.6193,0.6966,1.2353,1.0362,1.6608,2.7296,-1.2015,5.7948
"PA14_02850",-0.0389,-0.0791,-0.356,0.0074,0.5852,-0.3757,1.0314,0.8412,1.7592,0.3275,1.4045,2.5916,1.2135,0.1731,-0.141,2.2272
"PA14_02870",0.4349,-0.0566,0.3061,0.1681,0.7905,0.7383,1.4641,-0.7707,1.693,0.5964,0.2349,1.4398,-0.0068,-0.0915,0.7706,1.5404
"PA14_02890",-0.1546,-0.2117,0.1453,-0.4104,-0.3312,-0.2839,0.299,0.6498,0.2622,0.0572,-0.7478,-0.1341,0.4999,-0.1896,-0.2431,1.6138
"PA14_02900",0.9441,1.3893,-0.0913,0.0477,1.0051,0.8289,1.4999,2.712,3.6405,1.5428,2.0172,4.3896,1.351,2.6968,-0.3836,4.3718
"PA14_02910",1.153,2.022,0.7299,-0.2416,1.5514,0.8189,3.2526,2.5817,2.3269,3.1448,-0.267,2.6247,2.4242,0.9943,-1.9121,5.822
"PA14_02930",0.1327,-0.2777,0.4744,0.112,0.8958,-1.125,1.0084,0.5229,2.3068,1.1445,1.4025,3.8688,-0.3652,0.4174,0.4198,4.314
"PA14_02960",0.3448,0.3413,0.2333,-0.0783,0.2038,1.3165,1.8893,0.2186,0.8026,1.7023,0.806,2.592,1.0137,2.5488,0.2545,3.2421
"PA14_02970",2.0766,0.4235,-0.0478,-0.9717,2.2976,0.4946,0.1529,1.6546,2.9909,2.4345,2.9572,3.8879,2.7609,1.2926,3.1418,3.8541
"PA14_02980",0.5715,0.3806,0.8066,-0.0638,-0.1618,-0.1921,0.2617,-0.0683,0.5914,1.1355,-0.6576,1.3284,1.1585,1.5394,-0.4691,2.6598
"PA14_02990",1.8687,0.2738,-0.229,0.2287,-0.2372,0.6049,-0.1429,1.5915,2.2828,0.4722,0.6767,3.7435,1.35,1.8255,1.1541,4.7461
"PA14_03000",1.012,0.3441,1.1151,0.6721,0.4417,-0.0478,0.7713,1.462,3.1385,0.9775,1.6398,1.5136,1.2194,0.5034,0.5531,3.423
"PA14_03010",-1.039,-0.1252,-0.7901,0.6416,-0.4646,-0.1341,-0.9745,1.4784,0.5439,-1.1149,-0.5003,0.397,-0.2499,-0.817,-0.9612,0.4173
"PA14_03020",1.5831,0.2817,2.2014,0.082,-1.832,-0.4879,2.1454,-0.3122,1.5416,2.9271,0.9195,4.3283,-1.8501,0.5666,-0.1311,3.1455
"PA14_03030",0.041,-0.5778,-0.1314,-0.3586,0.2757,0.1981,0.0459,1.0307,0.3257,0.9512,-0.0208,1.1301,-0.624,0.2747,0.6065,0.8943
"PA14_03040",0.1023,0.2814,1.1655,-0.2651,1.2467,-1.9273,-0.0337,-0.1295,2.3193,-0.9576,0.6403,0.5638,0.5116,-0.5436,-3.5426,2.182
"PA14_03050",0.9066,-0.0984,0.3733,-0.1794,0.8226,1.1729,1.9217,0.2603,2.3852,1.2115,2.2852,3.4134,1.6844,1.9725,0.5343,4.6297
"PA14_03070",-0.4387,-0.3097,-2.5533,-0.0913,0.8839,2.8898,4.6479,0.5727,3.2118,1.8882,5.6282,5.5192,0.9782,5.4387,5.0026,5.1121
"PA14_03080",0.1613,0.0621,-0.0212,0.1536,0.8439,0.4628,0.3915,0.8621,0.8769,1.0138,0.2991,0.9886,1.0529,0.6322,1.0953,1.4942
"PA14_03090",-1.181,0.8634,0.1264,0.2662,-1.8618,2.8571,1.6147,0.9708,0.579,2.6865,0.4496,1.3975,2.3015,2.0538,1.3189,2.3514
"PA14_03100",0.1566,0.3132,0.7943,-0.1092,-0.2996,-0.8889,-0.654,0.7014,0.5044,-0.4247,-1.1514,-0.4216,0.13,-0.648,-0.7145,-0.2515
"PA14_03110",-0.1296,0.6967,0.1645,-0.1797,-0.2769,-0.4604,-0.8856,-0.8895,-0.2067,-0.1236,-0.3804,-0.8599,-0.715,-0.7222,-0.1902,0.0506
"PA14_03120",0.8516,-0.1543,0.617,-0.3442,-0.3387,-0.1595,0.919,-0.5409,-1.3649,-1.3353,-0.9387,-1.0585,-1.3713,-0.9564,-0.8804,0.4917
"PA14_03130",-0.0306,-0.3077,0.6419,-0.8055,1.288,1.3128,2.4834,0.764,2.0237,1.2204,1.1895,-0.319,1.4951,1.7035,0.6677,2.5448
"PA14_03150",-0.6223,-0.0402,-0.9191,-0.3003,1.0475,1.7373,2.3264,1.216,0.278,-0.6421,0.1811,-0.803,-0.5631,-1.1887,-0.8986,-1.0353
"PA14_03160",1.085,-0.2462,-0.0267,-0.5918,1.2267,0.7512,0.6909,0.0126,1.61,0.6876,-0.0877,-0.2441,1.6384,1.4696,0.8966,0.2838
"PA14_03163",-0.5956,0.5402,-0.0707,0.5546,4.9963,4.2193,4.999,4.2276,5.8526,5.7562,6.2096,6.596,6.5725,8.4326,9.8913,6.8263
"PA14_03166",0.6285,0.2615,-0.4168,0.74,3.658,4.2411,3.6592,3.6303,6.6664,6.0895,6.9993,7.8732,6.0381,7.7095,9.6157,6.8383
"PA14_03170",-0.0428,0.3441,-0.5397,-1.1861,0.0732,2.7212,-0.6207,-0.5512,0.4378,0.5382,0.1315,0.3519,-1.1894,-1.9164,-1.1955,0.4729
"PA14_03180",1.482,-0.0468,-0.0051,-0.5636,1.7979,0.3861,0.081,-0.926,2.1668,0.3463,0.0146,-0.395,1.0267,-0.1983,-0.7211,-1.1142
"PA14_03190",0.0429,-0.1735,0.7156,-0.1239,1.1927,1.4146,1.7734,0.5531,1.1627,2.3451,0.9645,1.4545,2.0131,2.545,2.3582,2.6284
"PA14_03200",0.4497,-0.7327,1.0718,0.0257,1.1228,0.7736,0.6018,0.0578,1.9402,0.9,1.2125,2.4693,1.749,1.2769,1.9331,3.5094
"PA14_03210",-0.0606,0.2899,0.2915,-0.0147,1.6595,1.0838,2.0535,-0.2586,3.6919,1.2885,0.5251,1.3279,1.795,3.3576,2.4158,3.426
"PA14_03220",0.4525,0.3313,0.9108,-0.1311,0.8241,0.251,0.8221,-0.4148,2.9445,1.1639,1.3562,1.8016,2.741,2.1694,1.1174,2.7145
"PA14_03240",-0.3526,-0.367,0.3818,0.1819,0.9363,2.876,0.2186,-0.4659,-0.1924,0.7993,0.1768,1.6053,-0.8677,0.0118,-1.1725,0.8066
"PA14_03250",1.0501,0.2283,0.4543,-0.542,2.1275,-0.1769,0.5182,-0.5966,1.5473,0.3708,-0.0491,-0.4516,1.6818,0.0543,-0.5679,-0.0388
"PA14_03265",0.7705,0.2991,-0.1357,-0.5338,0.9954,-0.3168,-0.3716,-0.8622,0.1307,-0.3915,-0.838,-1.0262,0.1962,-0.4297,-0.8382,-0.946
"PA14_03270",0.7041,-0.0753,0.1579,-1.0537,1.8268,2.1773,-0.8365,-0.042,-2.7553,-1.4714,-2.2056,-2.76,-1.4167,-2.6301,-2.0571,-1.3685
"PA14_03285",0.9327,0.0858,0.3655,-0.0655,0.7899,1.1597,-0.6441,0.0183,1.7558,0.0476,-0.1524,-0.4386,0.9266,0.502,-0.4911,-0.9227
"PA14_03290",-0.0371,-0.505,-0.8087,-0.5483,0.1805,-0.9632,0.0774,-0.7522,-0.5554,-1.0365,-1.6155,-1.828,-1.2065,-0.8658,-0.6476,-1.653
"PA14_03300",0.2715,-1.273,-0.6004,-0.188,-0.2601,-1.4257,-2.0529,0.0999,-5.6766,-5.9979,-5.1781,-5.3758,-7.5531,-6.4832,-5.1685,-5.5156
"PA14_03310",0.8286,0.3378,-0.0347,0.0119,-1.4431,-1.8445,0.811,-1.1792,-2.4592,-2.9048,-2.6133,-0.3799,-2.4256,-2.8627,-2.0283,-1.5242
"PA14_03320",-0.6202,0.1062,0.1325,-2.6203,-6.325,-5.0429,-6.5274,-4.9177,-6.1914,-6.4708,-4.6133,-8.4474,-4.7522,-6.0879,-4.5879,-7.7589
"PA14_03330",0.915,0.7349,-1.1956,-0.4603,0.116,-2.106,-0.195,-1.0457,-2.7873,-4.1593,-3.826,-4.5272,-3.2528,-1.2154,-2.3806,-3.3615
"PA14_03340",0.766,-0.4669,0.1783,0.3334,-0.3211,0.3283,-0.7487,0.9469,-2.5594,-3.2269,-2.8046,-2.443,-2.4392,-1.4876,-0.4988,-1.8701
"PA14_03350",-0.4253,-0.4487,-0.2566,-1.1114,1.1935,0.8565,1.4173,-0.9524,1.0175,-0.3614,-1.0507,-3.3938,1.2607,0.0565,1.0267,-0.6334
"PA14_03360",0.2586,-0.05,0.2716,-1.7693,1.4509,0.3761,0.433,-3.8181,0.8865,-2.6633,-3.9952,-3.9903,2.1551,0.5715,-0.0493,-3.3142
"PA14_03370",0.5904,-0.404,1.6995,-0.7921,1.2014,-1.061,0.2082,-0.9629,0.4931,-0.4612,-1.1868,-1.9048,0.9161,-0.2789,-1.0937,-0.7867
"PA14_03380",0.9936,-0.5763,-0.0932,-0.6804,0.974,0.7352,1.4306,1.0243,0.6285,-0.7466,0.3907,0.9149,-0.3623,-0.2432,0.3909,-0.1486
"PA14_03390",-1.0737,0.3256,-0.3704,0.6874,-1.1817,-0.9167,-0.5477,-0.3033,-1.6959,-1.9077,-1.6823,-1.2074,-1.9749,-1.5748,-1.5812,-0.4569
"PA14_03400",-2.736,-0.0402,-0.0111,0.9156,-3.5395,-3.8192,-2.1652,-3.0068,-4.1982,-4.134,-4.3258,-3.1893,-5.1573,-3.9581,-4.4289,-3.3041
"PA14_03420",3.4295,-0.9077,0.4934,-0.2045,-0.8346,0.6704,0.9767,1.1196,3.8238,0.552,1.1984,1.9498,5.2151,2.7707,1.5057,4.9395
"PA14_03430",0.1442,-0.566,1.6302,-0.1805,0.2675,1.8016,1.9847,1.5531,1.184,2.4363,2.2632,1.1875,4.4499,3.8182,4.5894,4.1711
"PA14_03450",-2.1764,-1.056,-0.1936,0.4879,-1.9518,1.4226,-0.8548,-0.0856,-3.2294,-0.1957,-0.7321,0.1295,-1.4147,0.3832,2.523,0.4603
"PA14_03470",0.7374,-0.7565,0.6384,-0.9829,-1.2265,-2.3074,-0.5993,-2.9957,-2.3102,-4.1488,-4.0188,-2.6077,-2.831,-2.5847,-3.761,-1.7045
"PA14_03480",0.6463,-0.3783,0.5142,-1.5411,1.2449,1.3646,0.0263,0.4045,1.8203,1.2921,0.8369,1.7047,1.9025,1.7037,0.4847,2.7658
"PA14_03490",1.3982,-0.8857,0.161,-1.1171,2.2098,3.1373,1.302,1.0651,3.1687,1.5562,1.889,1.8752,3.3785,4.1797,2.6009,3.5173
"PA14_03510",0.6026,0.2506,0.4163,-0.2499,2.0502,1.0106,0.5935,-0.6287,0.8305,1.5543,0.778,0.968,1.8736,1.7487,0.9188,1.2978
"PA14_03520",0.3087,-0.3679,-0.3065,-0.0136,0.5014,1.1166,0.6005,-0.2891,1.7907,2.4427,1.8631,1.0877,2.0261,-0.1298,2.2191,1.7353
"PA14_03530",1.1808,0.4466,0.8282,-0.4023,0.9236,-1.123,0.5409,0.8718,-0.1675,-0.2056,-0.291,1.3939,0.1783,-0.1455,-0.2897,0.7321
"PA14_03550",1.7319,0.3245,-0.5833,-0.272,-0.1961,0.6425,-1.0198,4.7522,4.5745,1.7243,1.393,3.167,1.3985,1.9058,0.5054,5.2015
"PA14_03560",-0.1481,0.5763,-0.8584,-0.4828,-0.0156,-1.1689,0.8927,-0.0587,-0.253,0.6507,1.3136,0.5587,-0.1827,0.9048,0.0371,0.2019
"PA14_03580",0.2604,-0.4812,0.8088,0.1985,2.445,0.458,1.8328,0.9687,2.4659,2.1121,1.4208,3.449,2.5565,2.5402,2.3973,2.4386
