"","MOCP_0066:carb:6400.00000uM:PA14:90min:A","MOCP_0066:imi:6.25000uM:PA14:90min:A","MOCP_0066:doxy:100.00000uM:PA14:90min:A","MOCP_0066:cip:0.78125uM:PA14:90min:A","MOCP_0066:col:12.50000uM:PA14:90min:A","MOCP_0066:fosfo:3200.00000uM:PA14:90min:A","MOCP_0066:water:0.50000%:PA14:90min:A","MOCP_0066:ami:6.25000uM:PA14:90min:A","MOCP_0066:clari:200.00000uM:PA14:90min:A","MOCP_0066:dmso:0.50000%:PA14:90min:A","MOCP_0066:pf3299:1.56250uM:PA14:90min:A","MOCP_0066:mrl494:50.00000uM:PA14:90min:A","MOCP_0066:a22:800.00000uM:PA14:90min:A","MOCP_0066:cbr4830:62.50000uM:PA14:90min:A","MOCP_0066:chir090:3.12500uM:PA14:90min:A","MOCP_0066:dmso:0.50000%:lpxC-hypo:90min:A","MOCP_0066:pf3299:1.56250uM:lpxC-hypo:90min:A","MOCP_0066:cip:0.78125uM:lpxC-hypo:90min:A","MOCP_0066:doxy:100.00000uM:lpxC-hypo:90min:A","MOCP_0066:water:0.50000%:murA-hypo:90min:A","MOCP_0066:fosfo:800.00000uM:murA-hypo:90min:A","MOCP_0066:cip:0.78125uM:murA-hypo:90min:A","MOCP_0066:doxy:100.00000uM:murA-hypo:90min:A","MOCP_0066:dmso:0.50000%:bamA-hypo:90min:A","MOCP_0066:mrl494:50.00000uM:bamA-hypo:90min:A","MOCP_0066:cip:0.78125uM:bamA-hypo:90min:A","MOCP_0066:doxy:100.00000uM:bamA-hypo:90min:A","MOCP_0066:dmso:0.50000%:gyrA-hypo:90min:A","MOCP_0066:cip:0.78125uM:gyrA-hypo:90min:A","MOCP_0066:pf3299:1.56250uM:gyrA-hypo:90min:A","MOCP_0066:doxy:100.00000uM:gyrA-hypo:90min:A","MOCP_0066:carb:1600.00000uM:PA14:90min:A","MOCP_0066:imi:1.56250uM:PA14:90min:A","MOCP_0066:doxy:25.00000uM:PA14:90min:A","MOCP_0066:cip:0.19500uM:PA14:90min:A","MOCP_0066:col:3.12500uM:PA14:90min:A","MOCP_0066:fosfo:800.00000uM:PA14:90min:A","MOCP_0066:ami:1.56250uM:PA14:90min:A","MOCP_0066:clari:50.00000uM:PA14:90min:A","MOCP_0066:pf3299:0.39100uM:PA14:90min:A","MOCP_0066:mrl494:25.00000uM:PA14:90min:A","MOCP_0066:a22:200.00000uM:PA14:90min:A","MOCP_0066:cbr4830:15.62500uM:PA14:90min:A","MOCP_0066:chir090:0.78125uM:PA14:90min:A","MOCP_0066:pf3299:0.39100uM:lpxC-hypo:90min:A","MOCP_0066:cip:0.19500uM:lpxC-hypo:90min:A","MOCP_0066:doxy:25.00000uM:lpxC-hypo:90min:A","MOCP_0066:fosfo:200.00000uM:murA-hypo:90min:A","MOCP_0066:cip:0.19500uM:murA-hypo:90min:A","MOCP_0066:doxy:25.00000uM:murA-hypo:90min:A","MOCP_0066:mrl494:25.00000uM:bamA-hypo:90min:A","MOCP_0066:cip:0.19500uM:bamA-hypo:90min:A","MOCP_0066:doxy:25.00000uM:bamA-hypo:90min:A","MOCP_0066:cip:0.19500uM:gyrA-hypo:90min:A","MOCP_0066:pf3299:0.39100uM:gyrA-hypo:90min:A","MOCP_0066:doxy:25.00000uM:gyrA-hypo:90min:A","MOCP_0066:fosmido:500.00000uM:PA14:90min:A","MOCP_0066:tobra:6.25000uM:PA14:90min:A","MOCP_0066:tmp:400.00000uM:PA14:90min:A","MOCP_0066:pol7080:0.32000uM:PA14:90min:A","MOCP_0066:tmp:400.00000uM:dfhr-hypo:90min:A","MOCP_0066:pol7080:0.32000uM:dfhr-hypo:90min:A","MOCP_0066:doxy:100.00000uM:dfhr-hypo:90min:A","MOCP_0066:dmso:0.50000%:dfhr-hypo:90min:A","MOCP_0066:water:0.50000%:dxr_kd:90min:A","MOCP_0066:fosmido:500.00000uM:dxr_kd:90min:A","MOCP_0066:cip:0.78125uM:dxr_kd:90min:A","MOCP_0066:doxy:100.00000uM:dxr_kd:90min:A","MOCP_0066:dmso:0.50000%:lptD_kd:90min:A","MOCP_0066:pol7080:0.08000uM:lptD_kd:90min:A","MOCP_0066:cip:0.78125uM:lptD_kd:90min:A","MOCP_0066:doxy:100.00000uM:lptD_kd:90min:A","MOCP_0066:ll37:12.50000uM:PA14:90min:A","MOCP_0066:fosmido:250.00000uM:PA14:90min:A","MOCP_0066:tobra:1.56250uM:PA14:90min:A","MOCP_0066:tmp:100.00000uM:PA14:90min:A","MOCP_0066:pol7080:0.08000uM:PA14:90min:A","MOCP_0066:tmp:100.00000uM:dfhr-hypo:90min:A","MOCP_0066:pol7080:0.08000uM:dfhr-hypo:90min:A","MOCP_0066:doxy:25.00000uM:dfhr-hypo:90min:A","MOCP_0066:fosmido:250.00000uM:dxr_kd:90min:A","MOCP_0066:cip:0.19500uM:dxr_kd:90min:A","MOCP_0066:doxy:25.00000uM:dxr_kd:90min:A","MOCP_0066:pol7080:0.02000uM:lptD_kd:90min:A","MOCP_0066:cip:0.19500uM:lptD_kd:90min:A","MOCP_0066:doxy:25.00000uM:lptD_kd:90min:A","MOCP_0066:ll37:6.25000uM:PA14:90min:A"
"PA14_00120",-1.1047,-1.979,0.6112,2.1557,-1.5121,-0.902,0.091,0.8143,0.5284,-0.12,-0.9153,-2.18,0.5768,-0.071,-0.7694,0.2801,-0.2635,2.129,0.9937,-0.0753,-1.237,1.2987,1.0751,0.3367,-1.6466,2.12,0.7997,-0.2288,1.9718,-0.6432,0.3673,-0.5123,-1.2397,0.5771,0.8502,-0.1547,-0.6095,0.5577,0.2351,-0.6884,-0.6427,-0.0515,0.5887,0.1057,-0.4155,1.1836,1.0706,-0.9892,0.0169,0.4056,-0.8226,0.8199,0.5857,0.769,-0.7533,0.406,0.3743,1.5028,2.0769,-1.1447,1.2017,-1.9441,1.4447,-0.3526,-0.221,-1.0577,2.4725,1.7856,-0.434,-0.2911,1.4624,1.3797,-0.3057,-0.3831,-0.0755,0.6271,-1.0053,1.7935,-1.1028,0.5603,-0.3419,-0.0292,0.8818,0.3036,1.319,1.0971,-1.1137
"PA14_00130",-0.6613,-0.7771,2.6796,1.1649,-0.0551,-0.5861,-0.2993,0.1136,0.1261,-0.4197,-0.856,0.9518,0.2461,-0.5848,0.2048,-0.4455,0.114,0.3695,2.8688,-1.2941,-1.7448,-0.143,1.5208,0.0456,0.3378,0.5139,2.0963,-0.2232,0.5057,0.2286,2.2744,-0.375,-0.1392,1.3574,0.7991,0.4932,-0.5933,0.663,-0.6467,-0.2103,0.3961,-0.1706,-1.1639,-0.0031,-0.2188,-0.056,0.7961,-1.5435,-1.0314,0.0064,0.0957,0.4159,0.3591,0.5238,0.2543,1.0499,-0.2355,1.1701,0.5351,-0.018,0.2423,-0.241,2.0383,-0.0766,0.0182,-0.2725,1.4967,3.2128,-0.5859,-0.3035,0.5174,2.1378,0.5362,0.0757,0.2272,0.2908,0.0844,0.8447,-0.5923,1.3937,-0.3214,0.1398,1.607,0.2323,0.2883,1.3271,0.3577
"PA14_00140",-0.2269,-0.2416,2.2897,0.8743,-1.0277,-0.7966,0.097,-0.3018,1.4535,0.4065,-1.0998,-1.5925,-1.1713,-0.6706,-1.3006,-0.4517,-0.5379,0.3277,2.0336,-0.4432,-0.8873,0.0545,1.8076,-0.1614,-1.0732,0.9086,2.1638,-0.1711,0.0301,-1.0387,2.4975,0.1603,-0.4423,1.9852,0.7877,-0.3835,-0.3833,-0.1914,0.9637,-0.8295,-1.2569,-0.5129,-0.1308,-0.3524,-0.7183,0.4538,1.628,-1.0495,-0.0301,0.9987,-1.2956,0.2664,1.5172,-0.2949,-1.0058,1.8935,0.9762,1.3753,1.9915,-0.7779,1.1183,-0.8755,2.5632,0.2892,-0.2571,-0.4643,1.2071,3.5387,-0.2392,-0.8304,-0.4474,2.1083,-1.1289,-0.1377,0.4064,0.3859,-0.8238,0.7311,-0.5831,2.2016,-0.6385,0.2109,2.3539,-0.3578,0.4598,2.6157,-0.9402
"PA14_00150",0.0324,-0.2612,0.965,2.1163,-0.376,-0.5357,0.2471,-0.2922,-0.4716,-0.0212,0.0833,-0.9378,0.0756,-0.1133,-0.501,0.3275,-0.9806,1.1642,0.5651,-0.3005,-0.0689,0.406,-0.4487,0.4133,-0.4822,2.0173,0.6594,-0.548,1.5771,-0.1658,0.5101,0.0687,-0.1581,0.1337,1.3892,-0.0302,0.0846,0.2143,-0.8427,0.1093,-1.5023,-0.5265,-0.9515,-0.678,-0.2378,0.866,-0.0537,-1.5474,-0.4088,-0.6487,-1.1786,0.3647,0.7483,0.7257,-0.7365,0.445,-0.5518,0.1827,0.9138,-0.4271,1.0842,-0.781,0.2569,-0.2048,-0.4009,-1.2741,1.2552,0.2573,-1.0276,-1.5071,0.8677,-0.0671,-0.5293,-0.4254,0.2614,0.3646,0.0302,0.1564,6e-04,0.2538,-1.2676,0.3921,-0.0891,-0.2519,0.4254,0.1979,-1.1172
"PA14_00160",-1.1047,-0.9732,-0.4146,1.7092,-0.6217,-0.9058,0.3895,-0.2052,-1.997,0.2306,-1.4959,-2.3077,-0.3554,-0.0323,-0.3937,0.2098,-0.4595,1.7521,-0.1625,0.6672,-0.8866,2.2747,-0.4739,0.9823,-0.4834,1.5621,0.1656,-0.6321,0.6438,0.1789,-0.4405,0.6439,-0.4068,-0.1085,1.4284,-0.1764,0.2199,0.39,0.3866,-0.597,-0.0858,-1.4094,0.5283,0.2305,-0.073,1.9901,-0.1966,-0.0155,0.7148,0.2679,-0.1935,0.737,-0.5471,0.541,-0.2555,-0.5847,-0.3524,0.759,2.415,-1.7891,0.744,-1.1694,-0.1936,-0.0642,-0.0854,-0.6079,2.3251,-0.8078,-0.1057,-0.7493,1.5803,-0.0803,-0.0502,-0.3475,-0.0109,0.7052,-1.8371,1.4004,-1.1609,-0.535,-0.2999,1.1229,0.6784,0.0602,1.4597,-0.9022,-1.5385
"PA14_00170",-0.0087,-0.1822,-3.8084,2.3107,0.2987,-1.0037,0.3868,-2.1762,-0.2224,0.4677,-0.7765,-0.7572,-2.6532,-1.3583,-0.9293,0.6013,-0.7124,0.7559,-3.6219,0.3725,-0.0996,1.9476,-2.5172,0.0311,-1.2383,1.3598,-3.4294,0.2588,0.9744,-0.7604,-3.4621,0.7757,0.4171,-1.4221,1.9142,0.0633,-0.3396,0.0271,0.2402,-0.3675,-0.7009,0.0235,0.6634,0.0759,-0.5998,0.9814,-1.6944,0.3978,1.2313,-0.2281,-0.7809,0.6924,-1.6127,1.5391,-1.1601,-1.0403,-0.1375,-1.4591,1.3923,-0.7236,0.6661,-1.1229,-3.6782,0.0662,-0.0999,-0.4294,1.9585,-3.6324,0.1219,-0.3291,0.9642,-3.2458,-1.3375,0.0866,0.6008,1.1347,-0.127,0.8781,-1.3517,-1.6917,-0.0328,0.5632,-0.2139,-0.1751,1.4754,-2.6877,-0.1447
"PA14_00180",0.5232,0.6453,-2.9262,1.4997,0.7921,-0.3971,0.5133,-0.4713,0.4992,0.5027,-1.6206,-1.187,-1.3612,-0.7641,-1.1736,0.0291,-1.3738,0.931,-2.7633,0.1835,0.2079,1.1893,-1.3086,-0.33,-1.0565,1.0201,-2.873,-0.3975,0.9915,-1.6564,-2.578,0.7152,0.8433,-0.5529,1.175,-0.0802,0.3571,0.1992,-0.1085,-0.4917,-0.6868,-1.4517,0.252,-0.5787,-0.6971,0.8679,-0.6962,0.3216,0.3306,0.3786,-0.968,0.3684,-0.7828,-0.0097,-1.1117,-1.0384,-0.0917,-1.2437,1.0448,-0.6199,0.9193,-2.1712,-3.3036,0.1342,-0.2886,-0.3079,1.6103,-1.9032,0.1718,-0.6941,0.664,-2.3731,-1.2158,0.7425,0.3383,1.1298,-0.8481,1.3023,-0.7641,-0.6307,-0.2443,0.4318,0.4761,-0.3703,1.2797,-1.2015,-0.776
"PA14_00190",-0.2714,-0.5906,-0.48,2.1598,0.5456,-0.6366,0.1442,0.7937,3.8051,0.1596,-1.76,-1.0324,-0.8384,-0.411,-1.2644,-0.1124,-0.9703,2.0107,-0.7777,0.1588,-0.2285,1.7243,-0.1145,0.0017,-0.917,1.9833,-0.7569,-0.5618,1.2608,-1.6463,-0.6803,0.1554,-0.0709,0.7394,1.295,-0.7735,-0.1282,0.2076,3.2401,-0.8433,-0.5604,-1.4018,0.2897,-0.3472,-1.0525,1.021,0.0377,-0.4286,0.6245,0.7099,-0.3617,1.1822,0.735,0.5393,-1.5558,0.8055,-0.8675,0.5621,1.4279,-1.019,0.8713,-0.9857,-0.9475,0.2193,-0.2688,-1.5738,1.7946,-0.4797,0.1355,-1.0744,1.2206,-0.5208,-1.6151,0.0988,0.354,1.1852,-0.464,1.7967,-0.5418,0.5832,-0.1821,0.9698,1.2213,-0.2827,2.0339,0.4201,-0.6225
"PA14_00200",-0.3194,-0.8383,1.0234,2.2742,-1.1005,-0.5644,0.0257,1.5225,0.2999,-0.1225,-0.64,0.7795,3.3486,0.0349,-0.5913,-0.1166,-0.6708,1.9595,1.0521,-0.2915,-0.8677,1.6456,0.9546,0.039,0.5397,1.8006,1.0567,-0.6602,1.6991,-0.7917,0.4337,-0.7387,-1.7103,0.3439,0.2934,-0.8894,-0.8238,-0.5997,0.0689,-0.5053,-0.5083,-0.6163,-0.7051,-0.7759,-0.5978,1.1877,0.5603,-0.9381,0.4175,0.6832,0.4121,0.8481,0.719,0.6425,-0.6586,0.2493,0.4635,1.4973,1.7262,-1.5092,1.7063,-0.9893,0.9973,-0.2851,-0.3324,-0.3968,2.4224,-0.0944,0.0218,-0.5279,1.9026,1.1004,-0.0243,-0.944,-0.8089,0.3553,-1.3157,1.0586,-1.0807,0.4125,-1.093,0.0028,0.0396,-0.5974,0.9723,0.1706,-1.0008
"PA14_00210",-0.7351,-0.928,0.3174,0.9629,-1.6914,0.0904,-0.4368,0.9533,3.7,0.12,0.4733,-1.8732,3.136,-0.4436,0.4149,0.0661,0.4301,0.7261,0.7772,0.0521,-0.7275,1.348,0.0723,0.0337,-0.8458,1.579,0.7621,-0.1798,1.3484,0.3549,0.069,-0.862,-1.1686,-1.1565,-0.0811,0.0185,-0.5212,-0.044,3.0093,0.2576,-1.4132,-0.7029,-0.3,-0.0621,0.4556,0.4576,-0.3241,-0.8787,0.5528,-1.3211,-0.3085,0.5904,-0.4823,1.2243,-0.6788,-0.6203,2.6098,1.0582,1.5754,-1.3297,0.7256,-1.5335,0.3609,0.2024,-0.0759,2.424,2.405,-0.7676,0.5989,0.3901,1.5729,0.1008,1.1813,0.5385,-1.0983,0.1881,-1.1341,0.6066,-1.0988,-0.9452,0.7233,-0.0112,-1.5042,-0.1016,0.8859,-0.7745,-0.5262
"PA14_00230",-0.9684,-0.4088,0.1866,1.2692,0.0458,0.3388,-0.1062,-0.8441,-0.9147,-0.1184,-0.6863,0.3419,-0.9731,-0.7033,-0.6153,0.0974,-0.4203,3.303,-0.4994,0.1492,0.7043,2.5959,0.5989,0.4008,-0.9113,1.5376,0.1218,0.3987,0.8528,0.0362,0.0306,0.3831,0.6382,-0.1525,0.6974,-0.5263,-1.8814,-0.0432,-0.1012,-0.5314,0.1432,0.5497,-1.7708,0.2209,0.4451,0.1772,-0.3871,0.8757,0.254,-0.4839,-0.5111,-0.2465,0.7278,-0.1452,0.6397,-0.2037,1.1103,-0.6149,0.0365,-0.7357,0.6628,0.0911,-0.8626,0.6904,-0.9659,0.1256,2.1972,0.8511,0.1662,-0.4939,1.3529,0.2571,-0.9531,1.1616,-0.4979,1.4144,-0.9973,0.6193,-0.6979,0.1687,0.1972,0.611,0.0982,-0.2225,2.2105,-0.0286,-0.6803
"PA14_00240",-0.6111,-1.5409,0.9782,1.7497,-0.3408,-0.7531,-0.0909,0.5366,2.5948,0.4232,-0.8839,-1.5397,-1.1118,-0.1681,-0.3539,-0.3887,-1.527,0.8818,0.6973,-0.2124,-1.2112,1.1521,0.3517,-0.3257,-2.2488,1.3661,0.8699,-0.4701,0.4764,-1.0574,1.0566,-0.0955,-0.5378,0.2132,0.9734,0.3034,-0.8527,-0.9831,2.1071,-0.8543,-2.2519,-0.3624,-0.3473,-0.8458,-1.1286,0.1,0.0112,-0.475,-0.0227,-0.0012,-1.8968,0.6554,0.2237,0.667,-1.0006,0.4963,0.3969,0.8929,1.4399,-1.6979,1.5671,-2.2743,0.983,0.1068,-0.2076,0.2827,1.2311,0.3517,0.1629,-0.0611,1.646,2.0474,-0.2066,-0.6303,-0.4383,0.6715,-1.4989,1.1907,-1.6407,0.2249,0.0841,0.4795,0.2458,-1.0331,1.2364,0.1622,-0.9144
"PA14_00250",-0.255,-0.1927,-0.6245,0.6057,-0.7061,-1.2854,0.0769,0.9948,-1.9547,-0.2967,1.1201,0.5966,1.7151,1.3882,1.1486,0.2219,1.2067,1.0828,-0.5698,-0.381,0.3705,1.4377,-0.7543,0.4815,-0.497,0.7696,-0.2086,-0.3543,0.8935,1.1454,-0.7108,-0.5431,-0.8514,-1.5257,0.2123,1.7269,-0.7827,0.365,-1.0438,-0.472,-0.1867,0.3305,0.08,0.7752,0.3108,0.8343,-1.0792,0.4288,-0.5634,-1.6672,0.6148,0.705,-1.1792,1.4109,0.2827,-0.961,1.0318,1.0939,1.7272,0.2426,0.2533,0.5857,-0.1248,-0.4778,-0.068,1.0101,1.4612,-1.0065,0.1654,0.7577,0.8739,-0.9158,-0.3168,-0.427,-0.1341,0.0173,0.075,0.6529,-0.1308,-0.9836,-0.2738,-0.0923,-2.6393,-0.3151,0.2683,-1.7315,0.651
"PA14_00280",-1.0227,-1.0902,0.3584,0.594,-1.2043,-0.8706,-0.2292,1.0771,2.6179,-0.2321,-0.9906,-1.3612,-2.6893,-1.2015,-1.1225,-0.0082,-1.3698,1.0339,1.0215,0.1752,-0.0968,1.4973,1.3562,0.1456,-1.0201,1.4414,0.9709,-0.3631,0.9609,-1.209,1.4919,-0.7554,-0.616,0.7563,0.0672,-1.1452,-0.2764,-0.2592,2.2903,-0.1291,-1.4348,0.2197,-0.466,-0.3137,-0.5812,1.0806,1.1818,0.0821,0.8676,0.7911,-0.9309,0.9925,1.2079,0.7145,-1.2814,1.2377,-0.193,0.9233,1.1706,-1.4713,0.9945,-1.518,0.414,-0.022,0.1967,0.1473,1.4963,0.3123,-0.4134,-0.889,0.9854,0.3612,-0.9676,-0.1194,-0.5409,0.5982,-1.1498,1.1704,-1.0147,0.6906,0.2165,0.7189,0.3893,-0.1777,0.9117,0.7163,-0.4178
"PA14_00290",-0.265,-0.2822,-1.7562,0.6032,-1.1104,0.164,0.3408,1.0549,0.7575,0.2816,-0.7678,-2.5858,-1.975,-1.5503,-1.2223,-0.0167,-1.7722,1.1919,-1.0924,0.1133,-0.3144,0.9903,-0.3244,-0.4905,-1.5034,1.5123,-0.936,-0.5262,0.9999,-1.8255,-1.1633,0.1667,0.1046,-0.0825,0.7619,-1.3097,0.4732,0.4829,0.6406,-0.5055,-1.0404,0.0247,0.0466,-0.4057,-1.1223,1.0741,0.0982,0.0769,0.5197,0.5367,-1.2487,-0.0237,0.0257,0.6389,-1.4286,0.2531,0.2579,0.1387,1.5727,-2.2055,1.8594,-2.0012,-1.2383,0.7848,0.4535,0.5174,2.4676,-0.8775,-0.1431,-0.8051,1.4857,-1.0038,-0.8491,0.6865,0.4636,1.7593,-1.1712,2.508,-0.9061,0.1409,0.7647,1.3128,0.2058,-0.6845,1.9421,0.3917,-0.7726
"PA14_00300",-1.3955,-1.4914,1.3659,0.6278,-2.3618,-0.5577,-0.1251,0.089,-0.3646,0.2729,0.6341,0.6248,1.8242,-1.8768,0.2384,0.0741,0.5056,1.1981,1.4649,0.2412,-0.0442,1.6688,0.4637,0.255,0.774,1.7481,0.9123,1.0844,1.8316,1.6727,0.6173,-0.2576,-0.6082,-1.6805,0.481,-0.9215,-0.065,-0.0078,-0.5479,-0.4944,0.0063,-0.7142,-0.3658,-0.1679,-0.3231,0.677,-0.4236,0.282,0.8167,-0.486,0.2443,1.1795,-0.6926,1.6745,1.0634,-0.3115,0.7364,-1.0667,0.5973,-0.6368,0.5381,-0.9996,0.7051,0.0505,-0.4125,0.0934,1.2389,-1.8308,0.3092,-0.246,0.9397,-0.369,-0.7724,0.2544,-0.1436,1.009,-0.9321,0.9037,-1.3397,-1.0843,0.0196,-0.1186,-2.2331,0.0782,0.5828,-1.2061,-0.6813
"PA14_00310",-0.241,-0.307,-2.1214,0.2368,-1.3569,0.3609,0.2243,-0.2907,-1.4387,0.082,1.6386,1.5819,1.3961,-0.9811,1.3956,0.1644,1.0284,0.1575,-1.8671,0.3938,0.2891,1.2956,-1.5044,0.2516,1.3047,1.0906,-1.6421,0.9439,1.2363,1.351,-1.6361,-0.2566,-0.194,-1.9075,-0.2429,-0.613,0.2826,-0.0206,-0.4945,0.4873,1.3461,0.8905,0.4844,0.6877,1.0337,0.6874,-1.7765,0.4585,0.507,-1.8662,1.0053,0.456,-1.3152,1.1023,0.6027,-1.0479,0.6749,-1.3084,-0.6762,0.5082,-0.4387,1.081,-1.822,0.6078,-0.7496,-0.2338,0.0703,-2.5969,0.5061,0.7993,-0.3029,-1.7399,-0.2542,0.6811,0.1614,0.054,0.5075,-0.072,0.6479,-1.8012,0.1382,-0.5092,-2.3968,0.2358,0.704,-2.1284,-0.2984
"PA14_00320",0.8626,0.2427,-2.612,0.4163,-1.0764,0.9217,0.5934,-0.3163,-0.8555,0.3126,0.8886,0.716,0.4175,-1.5011,0.6772,0.1941,0.6834,0.5093,-1.8716,0.404,0.1724,0.9635,-1.8298,0.04,1.2311,0.8359,-2.1451,0.9435,1.2817,1.6161,-1.727,0.5568,0.4791,-1.7393,0.4888,-0.4457,0.4318,0.1498,-1.4441,-0.5778,1.2868,-0.0016,-0.0319,-0.4232,0.3732,0.5049,-1.4574,-0.2836,0.8182,-1.491,0.1115,0.2013,-1.5437,1.1677,0.8055,-1.4151,0.8416,-1.487,0.0842,0.669,-0.3349,1.6099,-1.1946,0.1959,-0.6063,-0.8131,0.0294,-1.8466,0.3988,0.0013,0.3878,-2.1217,0.0989,1.2022,-6e-04,0.1078,0.3759,-0.0058,0.607,-1.8307,-0.4963,-0.3532,-2.3951,0.1155,0.6627,-2.3712,-0.5327
"PA14_00340",-0.3004,-0.904,0.7789,1.5102,-0.8086,0.1549,-0.7207,-0.1101,0.2828,-0.5702,0.0826,0.5171,0.2272,-0.2033,-0.9754,-0.4503,-0.1311,0.4873,0.0199,1.2717,0.4122,2.9771,0.327,-0.3899,-0.7845,-0.4499,0.3598,-0.8099,0.5624,-0.2288,-0.0521,-0.0926,-0.3885,0.099,0.2455,-0.2715,-1.2392,-0.3269,-0.0393,-0.0139,-0.9568,0.8915,-0.5923,-0.4025,-0.07,-0.2322,-0.5333,1.7393,1.478,0.1338,-0.0455,0.7667,-0.487,1.314,0.5521,-1.5307,-0.1934,-0.1938,0.8412,-0.5035,0.413,-0.041,1.1481,0.472,0.2801,-1.2717,1.8034,-0.2393,-0.7433,-0.5607,1.0401,0.2435,0.8148,0.0967,-0.3535,-0.2247,-0.2076,1.224,0.0673,-0.3983,-0.2473,0.8222,0.4034,-0.7301,0.6323,-0.322,0.9733
"PA14_00360",-1.0094,-0.8098,0.5771,0.8765,0.0805,-0.8903,-0.3508,-0.567,1.2907,-0.3082,-0.1654,0.6235,1.9694,2.1512,0.2803,0.1913,0.6647,-0.8064,0.0466,0.5977,1.4923,3.3679,-0.855,0.0186,-1.0284,-0.2012,0.7992,0.2448,0.6249,0.5055,-0.4974,-0.2728,-0.4257,-0.669,0.639,0.9933,0.315,-0.8262,-0.9472,-0.6423,-0.678,0.4367,0.3633,-0.7655,-0.4616,0.3811,-0.7502,0.1576,0.6139,-0.9422,2.1019,0.5897,0.4779,-0.265,0.1671,-0.3443,0.0466,-0.7958,-0.4879,0.0673,1.0719,-0.3587,0.2743,0.6531,-0.2798,-1.0143,-0.1319,0.4075,-0.0815,0.5729,0.4425,0.2857,1.4024,-0.4121,-0.0117,0.8151,0.4586,1.4674,0.3945,-0.4279,0.2509,0.7216,-0.9079,-0.4565,0.9825,-0.8097,-0.5635
"PA14_00380",-0.3577,-0.6572,-0.0664,0.3275,-0.5648,-0.7408,-0.5622,-0.2321,0.527,-0.3302,-0.8952,-0.4853,1.6767,0.6813,-0.6636,-0.6473,-0.3659,-0.213,0.7066,0.6078,0.8064,2.6719,0.4153,0.4132,-0.5798,0.8892,0.0442,0.361,1.3755,0.1917,0.3222,-0.1157,-0.3985,-0.7871,0.4284,-0.0067,-1.7307,-0.3393,0.3543,0.2319,-0.1883,-0.9875,-0.5135,-0.0192,-0.0601,0.6177,-0.6361,1.533,1.2102,-0.542,-0.842,0.9739,-0.5846,0.5374,0.7754,-1.1071,-0.0233,-0.626,0.6174,-1.0849,0.3768,-0.7186,-0.3939,0.696,0.5282,0.2044,0.593,0.6892,0.2818,-1.1911,0.331,0.4474,-0.1923,0.0216,-0.2684,0.4663,-0.603,1.05,-0.0714,-0.5126,0.1995,0.6037,-0.451,-0.5782,1.0125,-0.6969,-0.9213
"PA14_00400",-0.6448,-0.8588,0.0898,1.6799,-0.6725,-0.6937,-0.2445,0.1293,0.1444,-0.1654,0.3731,-1.4511,1.4558,0.741,-0.1771,-0.1336,-0.2503,0.477,0.7351,-0.0265,0.1658,1.862,-0.2287,-0.1717,-1.2376,1.4345,0.2614,-0.8501,2.2651,-0.7326,0.9988,-0.422,-0.5933,-0.6625,0.8911,-0.1095,-0.729,-0.0086,-0.7757,0.1733,-1.174,-1.516,-1.6333,-0.3038,-0.3077,0.9766,-0.6322,0.4301,-0.0326,-0.8148,-0.7184,1.0872,-0.7376,0.3198,-0.5189,-0.3476,-0.508,0.7975,0.8326,-1.9926,-0.0428,-0.6125,-0.5229,0.2082,0.6306,0.1112,2.2103,0.3958,0.1994,-0.4515,1.9105,1.223,-1.1202,-0.3133,-0.1328,0.9288,-1.1494,0.8728,-0.9293,-0.9759,0.0452,1.4948,0.1556,-0.3763,1.5941,0.4615,0.1386
"PA14_00410",-0.5268,-0.8861,0.3522,1.6129,-0.2629,-0.8777,-0.1194,1.7513,0.4637,0.1749,-1.1345,-0.9778,3.5316,1.5267,0.3287,-0.1571,0.7463,1.1566,0.2048,-1.0249,-0.5049,1.0454,0.6158,-0.2769,-0.1167,1.1741,0.5037,-0.6282,-0.1182,0.3122,0.2104,-0.8989,-0.6207,-0.9837,0.7024,0.4445,-1.0706,-0.4772,-0.1826,-0.2643,-0.7541,-0.5091,-0.1627,0.9476,0.2545,0.2997,-0.0257,-1.6494,-0.0071,-0.4119,-1.7167,0.055,-0.0834,0.3923,-0.4351,-0.244,0.4846,1.6253,0.1792,-0.0926,1.2756,-0.0665,-0.2634,0.1213,-0.2604,-0.0219,1.9065,-1.0787,0.1604,0.421,2.9756,1.0093,0.9912,-0.4278,0.1162,-0.54,-0.7053,0.7868,-0.5056,-0.8471,-0.0948,0.9354,-1.3843,-0.7973,1.5969,0.3396,-0.4481
